EmployeeID,HireDate,TerminationDate,Status,Age,Gender,MaritalStatus,Department,JobRole,ManagerID,Location,OfficeType,Education,EducationField,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,SalaryChangePercent,PerformanceRating,LastPerformanceDate,JobSatisfaction,WorkLifeBalance,OverTime,NumTrainingsLastYear,CommuteTimeMins,NumberOfProjects,LeaveDaysLastYear,EngagementScore,Attrition
E11139,2018-07-13,,Active,44,Male,Single,Operations,Engineer,M124,London,Remote,Master's,Finance,7,4,4,5,9643,5,5,2023-12-02,4,1,No,9,20,3,9,65,0
E11140,2021-03-14,,Active,41,Male,Married,HR,Executive,M108,Bangalore,On-site,Bachelor's,Technical,0,3,7,1,9850,2,5,2023-12-13,2,4,Yes,9,72,14,20,73,0
E11141,2018-03-24,,Active,36,Male,Married,IT,Engineer,M148,Bangalore,Remote,Bachelor's,Operations,7,2,6,6,18561,12,1,2023-02-15,3,1,No,1,71,10,0,65,0
E11142,2010-11-26,2018-02-21 00:00:00,Terminated,44,Female,Single,Operations,Executive,M139,Chennai,On-site,Bachelor's,Technical,5,2,1,1,14311,15,3,2023-05-27,2,2,Yes,4,11,5,19,59,1
E11143,2019-12-20,2022-03-20 00:00:00,Terminated,49,Male,Single,Sales,Technician,M118,Bangalore,Hybrid,Bachelor's,Technical,3,2,4,6,19330,-3,3,2023-05-09,3,1,No,1,64,8,18,67,1
E11144,2020-08-30,,Active,37,Female,Single,Operations,Executive,M141,Remote,On-site,Master's,Technical,2,2,1,7,6520,15,5,2023-08-24,1,2,No,2,27,13,23,61,0
E11145,2021-03-31,,Active,58,Female,Single,HR,Clerk,M103,New York,Remote,Master's,HR,4,5,1,1,18625,6,5,2023-05-31,4,4,No,6,72,5,6,71,0
E11146,2013-09-03,,Active,42,Male,Married,Finance,Analyst,M118,New York,Remote,Master's,Technical,14,3,0,7,7638,3,5,2023-04-22,3,3,No,0,24,5,18,97,0
E11147,2020-01-12,,Active,36,Male,Single,Finance,Technician,M116,Chennai,Hybrid,Bachelor's,HR,12,6,6,6,15037,11,1,2023-07-20,2,4,Yes,3,81,3,9,90,0
E11148,2010-08-04,,Active,38,Other,Married,Finance,Executive,M132,Chennai,On-site,High School,Finance,4,6,2,2,19871,-2,3,2023-10-11,1,3,No,6,76,12,16,88,0
E11149,2010-12-05,,Active,58,Female,Single,R&D,Analyst,M101,Bangalore,On-site,Bachelor's,Finance,6,3,3,6,17146,-5,3,2023-12-06,2,3,Yes,4,40,12,0,86,0
E11150,2021-02-14,,Active,34,Female,Single,R&D,Clerk,M126,Remote,On-site,Bachelor's,Marketing,8,0,3,0,10613,5,3,2023-12-02,1,1,No,4,102,4,10,68,0
E11151,2017-06-01,2019-09-24 00:00:00,Terminated,40,Female,Married,R&D,Engineer,M148,Bangalore,On-site,Master's,Technical,10,8,6,1,18115,-8,4,2023-11-29,5,3,No,2,72,9,19,68,1
E11152,2018-08-19,,Active,51,Male,Married,R&D,Manager,M112,Remote,Remote,Master's,Operations,0,6,0,4,9437,-9,4,2023-07-26,1,5,Yes,7,30,9,4,51,0
E11153,2014-10-17,,Active,39,Female,Single,Sales,Analyst,M138,Remote,Hybrid,High School,Marketing,13,5,7,8,14398,-3,3,2023-01-16,3,5,No,2,39,12,6,71,0
E11154,2016-08-18,2017-07-23 00:00:00,Terminated,35,Male,Married,Operations,Engineer,M121,New York,On-site,Bachelor's,Marketing,8,4,0,0,7983,16,4,2023-05-07,5,1,No,6,57,3,13,89,1
E11155,2011-12-11,,Active,57,Female,Single,Sales,Analyst,M141,Remote,Remote,Bachelor's,Finance,2,8,4,4,15666,-7,3,2023-10-13,1,1,No,0,24,5,0,64,0
E11156,2020-03-15,,Active,57,Female,Divorced,Finance,Analyst,M113,London,Hybrid,Bachelor's,Operations,5,8,4,5,4782,1,4,2023-03-19,1,4,Yes,2,14,8,3,53,0
E11157,2019-12-22,,Active,41,Female,Single,HR,Analyst,M112,Remote,On-site,Bachelor's,Technical,5,9,4,2,19660,-10,2,2023-02-02,3,5,No,0,74,5,3,63,0
E11158,2020-12-07,2021-08-14 00:00:00,Terminated,40,Female,Single,R&D,Clerk,M113,New York,On-site,Bachelor's,Technical,3,5,1,4,12891,13,3,2023-02-06,4,5,Yes,3,98,7,18,76,1
E11159,2011-05-04,,Active,28,Female,Married,Operations,Technician,M118,Bangalore,Hybrid,Bachelor's,Finance,13,7,1,1,11689,18,4,2023-06-06,4,3,No,2,119,12,20,69,0
E11160,2010-02-16,,Active,25,Male,Single,HR,Analyst,M119,Remote,Hybrid,Master's,HR,1,6,4,7,13658,6,3,2023-06-14,4,4,No,8,7,10,20,85,0
E11161,2019-03-14,,Active,55,Female,Single,Sales,Clerk,M119,London,Remote,High School,Finance,4,0,6,2,18740,7,3,2023-07-08,5,4,Yes,1,88,3,14,54,0
E11162,2011-02-05,,Active,23,Male,Single,R&D,Manager,M106,Chennai,On-site,Master's,Operations,2,1,1,4,13928,6,3,2023-01-08,4,4,No,4,50,2,17,88,0
E11163,2020-12-04,,Active,26,Female,Divorced,Sales,Technician,M148,Bangalore,On-site,Bachelor's,HR,3,8,0,0,8362,13,3,2023-09-14,5,2,No,9,71,2,20,75,0
E11164,2018-08-24,2022-09-23 00:00:00,Terminated,31,Male,Widowed,Sales,Clerk,M107,Chennai,Remote,Master's,Operations,5,9,4,4,6928,5,3,2023-11-15,4,3,Yes,2,84,11,5,74,1
E11165,2021-11-24,,Active,53,Male,Married,IT,Manager,M107,London,On-site,PhD,Technical,10,3,3,0,15538,-8,2,2023-08-04,3,1,No,2,119,11,16,57,0
E11166,2011-01-26,,Active,34,Female,Married,Operations,Technician,M128,New York,On-site,Bachelor's,HR,6,2,3,8,3277,-2,3,2023-04-24,5,4,No,4,8,9,3,82,0
E11167,2020-07-20,,Active,26,Other,Married,Sales,Clerk,M128,New York,Remote,Bachelor's,Operations,1,1,7,1,7266,16,3,2023-07-12,4,3,Yes,1,110,1,24,89,0
E11168,2022-02-17,,Active,31,Male,Single,Finance,Manager,M119,Bangalore,Remote,Bachelor's,Technical,10,7,5,5,16490,1,1,2023-06-23,2,3,Yes,4,44,13,9,82,0
E11169,2011-09-21,,Active,31,Female,Single,Sales,Clerk,M116,Remote,Hybrid,Bachelor's,Operations,14,6,1,8,4519,-4,5,2023-04-30,4,3,No,2,43,1,9,79,0
E11170,2021-08-03,,Active,59,Female,Widowed,R&D,Manager,M117,Remote,On-site,High School,HR,2,8,7,2,13574,-5,3,2023-01-10,2,5,Yes,1,21,2,13,61,0
E11171,2018-01-09,,Active,48,Female,Single,Finance,Analyst,M122,Chennai,On-site,Bachelor's,Technical,11,2,3,5,12247,0,4,2023-07-29,2,1,No,4,116,6,5,92,0
E11172,2014-03-02,,Active,42,Male,Single,Sales,Analyst,M119,New York,Hybrid,Master's,Operations,6,0,4,0,4465,-5,3,2023-08-01,1,4,Yes,2,33,6,15,64,0
E11173,2012-04-06,,Active,29,Female,Divorced,Finance,Technician,M148,Remote,Remote,Bachelor's,Marketing,12,8,6,6,4079,15,3,2023-09-23,4,1,Yes,7,8,11,13,86,0
E11174,2014-02-09,,Active,22,Female,Married,Sales,Manager,M129,Remote,Hybrid,Bachelor's,HR,4,4,3,1,12955,6,3,2023-03-03,1,1,No,1,78,6,11,93,0
E11175,2019-01-08,,Active,49,Male,Single,Operations,Analyst,M148,New York,Hybrid,Bachelor's,HR,3,4,0,4,18433,13,4,2023-03-27,1,5,No,6,111,6,7,74,0
E11176,2016-08-16,,Active,35,Female,Single,Finance,Technician,M119,New York,Hybrid,Master's,HR,3,2,1,4,14784,-1,4,2023-02-14,5,1,No,7,77,6,10,85,0
E11177,2012-07-23,,Active,42,Female,Married,HR,Engineer,M147,London,Remote,High School,Technical,8,7,3,0,5494,16,2,2023-07-20,2,1,No,6,79,14,23,87,0
E11178,2018-05-01,,Active,51,Female,Married,IT,Analyst,M135,Chennai,On-site,Bachelor's,HR,14,7,1,6,3249,-8,3,2023-07-20,1,3,No,1,69,8,13,98,0
E11179,2022-04-25,,Active,42,Male,Single,Finance,Analyst,M147,New York,Remote,Master's,Operations,8,0,0,3,3996,8,3,2023-04-14,4,3,No,8,99,13,21,50,0
E11180,2014-01-06,,Active,30,Male,Single,R&D,Executive,M125,London,Remote,High School,Marketing,9,3,3,3,19614,-8,3,2023-10-28,3,4,No,9,21,6,23,87,0
E11181,2019-10-02,,Active,38,Female,Widowed,IT,Clerk,M148,New York,On-site,Bachelor's,Operations,6,5,5,6,15166,16,2,2023-03-26,4,2,No,5,118,9,0,56,0
E11182,2011-09-07,,Active,26,Male,Single,IT,Engineer,M120,Bangalore,Remote,Bachelor's,Operations,0,8,4,9,19041,14,3,2023-07-05,2,4,No,8,68,14,18,64,0
E11183,2013-03-28,,Active,52,Female,Married,Sales,Manager,M137,Bangalore,On-site,Bachelor's,HR,0,1,7,0,13101,10,3,2023-04-05,5,4,Yes,2,104,14,15,88,0
E11184,2018-10-29,2021-09-19 00:00:00,Terminated,59,Male,Single,Finance,Technician,M119,Bangalore,Remote,Bachelor's,Marketing,2,6,2,5,14353,-9,2,2023-07-13,4,3,Yes,8,51,5,13,81,1
E11185,2017-04-21,2020-05-28 00:00:00,Terminated,40,Male,Single,Operations,Engineer,M142,New York,On-site,Master's,Marketing,2,9,6,0,19787,9,3,2023-08-31,4,1,No,2,22,14,4,57,1
E11186,2010-05-11,,Active,57,Male,Single,IT,Manager,M113,Remote,On-site,High School,Marketing,6,0,3,5,13430,12,3,2023-09-02,1,5,No,2,75,4,6,98,0
E11187,2018-03-03,2020-02-17 00:00:00,Terminated,54,Female,Divorced,R&D,Analyst,M147,Remote,Hybrid,Bachelor's,Marketing,11,9,7,9,7076,17,2,2023-01-24,4,4,No,7,30,1,8,79,1
E11188,2021-09-18,,Active,34,Male,Divorced,Operations,Executive,M112,Bangalore,On-site,Bachelor's,Finance,13,3,0,1,6963,15,3,2023-08-13,2,2,Yes,5,28,13,19,69,0
E11189,2022-03-18,,Active,35,Female,Single,Operations,Technician,M149,Chennai,Remote,Bachelor's,Marketing,12,9,5,9,6452,-10,3,2023-07-02,3,4,No,0,37,11,23,78,0
E11190,2010-02-08,2016-10-18 00:00:00,Terminated,54,Female,Divorced,R&D,Technician,M115,London,On-site,Bachelor's,HR,1,6,5,0,11046,7,3,2023-04-23,1,1,No,1,94,2,16,51,1
E11191,2020-11-03,,Active,50,Female,Single,R&D,Engineer,M104,Bangalore,Hybrid,Master's,Marketing,7,2,7,7,10956,-3,4,2023-06-28,4,4,No,9,33,11,3,95,0
E11192,2019-10-28,,Active,57,Female,Married,Sales,Clerk,M115,London,Hybrid,Master's,Operations,0,2,2,6,8764,13,1,2023-07-19,3,1,Yes,7,92,4,4,100,0
E11193,2012-07-09,,Active,31,Male,Single,HR,Manager,M117,London,Hybrid,Bachelor's,Finance,10,3,5,1,14037,8,3,2023-11-25,4,1,No,6,50,9,2,64,0
E11194,2017-08-01,,Active,52,Male,Divorced,Finance,Executive,M127,Bangalore,Hybrid,Bachelor's,Operations,12,7,3,1,15862,-6,3,2023-10-04,5,5,No,7,80,14,16,79,0
E11195,2021-04-04,,Active,27,Male,Single,IT,Executive,M111,Remote,Remote,High School,HR,14,2,1,4,11431,13,4,2023-10-30,2,5,Yes,7,96,4,5,98,0
E11196,2011-05-08,,Active,22,Female,Married,Finance,Engineer,M123,Chennai,On-site,Master's,HR,7,7,0,3,19035,-1,3,2023-10-23,5,4,No,5,30,8,15,91,0
E11197,2013-02-05,,Active,28,Female,Married,Operations,Clerk,M115,Bangalore,On-site,Bachelor's,Marketing,8,9,3,3,15566,19,3,2023-05-11,1,5,Yes,6,45,2,5,93,0
E11198,2019-08-23,,Active,48,Male,Single,IT,Clerk,M131,London,On-site,Bachelor's,HR,13,8,6,8,14414,-2,5,2023-10-08,3,2,No,5,29,1,18,55,0
E11199,2010-11-07,,Active,42,Male,Single,Sales,Clerk,M126,New York,Remote,Master's,Finance,4,7,6,0,9713,16,3,2023-07-29,5,3,Yes,0,19,9,21,72,0
E11200,2012-01-09,,Active,49,Female,Single,Finance,Technician,M107,New York,Remote,Bachelor's,Operations,10,7,0,9,11879,7,2,2023-05-04,4,4,No,4,111,10,9,69,0
E11201,2018-11-16,,Active,37,Male,Married,Sales,Manager,M113,London,On-site,High School,HR,3,8,4,8,11554,15,4,2023-09-24,5,5,No,9,99,12,9,76,0
E11202,2011-06-30,,Active,44,Female,Single,Sales,Manager,M113,Bangalore,On-site,Bachelor's,HR,5,3,2,2,7269,13,4,2023-04-04,3,2,Yes,0,38,6,23,97,0
E11203,2016-09-27,,Active,41,Male,Married,Finance,Engineer,M120,Remote,On-site,Bachelor's,Finance,5,2,2,7,7950,8,5,2023-03-30,4,3,No,1,55,11,10,53,0
E11204,2021-11-25,,Active,59,Other,Divorced,Finance,Analyst,M134,Bangalore,On-site,Master's,Technical,7,7,4,4,5304,14,5,2023-07-22,1,2,Yes,4,109,10,16,76,0
E11205,2014-12-10,,Active,46,Male,Single,IT,Engineer,M110,Chennai,Remote,Bachelor's,Technical,7,0,2,9,5147,-6,3,2023-08-14,5,4,Yes,1,76,5,20,91,0
E11206,2018-10-18,,Active,49,Male,Single,Operations,Manager,M137,New York,Remote,High School,Finance,0,9,2,2,12563,10,3,2023-03-29,2,3,Yes,3,31,3,18,94,0
E11207,2020-06-07,,Active,26,Male,Married,Operations,Technician,M127,London,Remote,Bachelor's,HR,8,0,5,8,19073,0,5,2023-10-31,3,5,No,2,8,9,6,54,0
E11208,2012-03-24,,Active,42,Male,Married,R&D,Engineer,M134,Remote,On-site,Master's,Finance,9,3,6,8,6437,9,4,2023-06-09,2,1,Yes,8,80,2,0,66,0
E11209,2021-04-17,,Active,39,Male,Widowed,Sales,Analyst,M136,Bangalore,Hybrid,Master's,Finance,0,9,4,7,8271,13,3,2023-03-30,4,5,No,9,99,10,23,70,0
E11210,2015-07-26,,Active,27,Male,Single,Operations,Executive,M116,Chennai,On-site,High School,Technical,2,2,1,2,9797,-10,2,2023-05-02,2,1,No,4,89,13,21,84,0
E11211,2022-07-09,,Active,50,Female,Single,HR,Engineer,M121,Bangalore,On-site,High School,Marketing,6,9,5,2,11287,1,3,2023-04-19,3,2,No,1,24,8,21,84,0
E11212,2022-01-31,,Active,40,Male,Married,IT,Clerk,M116,Chennai,Remote,Bachelor's,HR,4,1,2,9,11530,-5,3,2023-10-03,3,1,Yes,9,52,4,7,84,0
E11213,2010-09-02,2016-10-10 00:00:00,Terminated,54,Female,Married,IT,Analyst,M117,Bangalore,On-site,Bachelor's,Operations,5,8,1,9,5387,12,5,2023-09-05,2,1,No,5,57,14,2,69,1
E11214,2010-09-29,2016-07-15 00:00:00,Terminated,22,Male,Married,R&D,Clerk,M115,Remote,On-site,High School,Finance,12,4,7,2,18525,13,4,2023-11-03,2,2,No,5,67,14,5,84,1
E11215,2019-08-13,,Active,24,Female,Single,R&D,Technician,M113,Remote,On-site,Bachelor's,Technical,7,2,0,5,3650,9,5,2023-03-22,4,2,No,4,21,13,24,81,0
E11216,2014-11-07,,Active,42,Female,Single,Sales,Manager,M133,London,Remote,PhD,Marketing,3,8,0,1,18772,1,2,2023-01-20,2,1,No,2,113,7,9,95,0
E11217,2013-06-16,2017-12-04 00:00:00,Terminated,56,Male,Single,IT,Engineer,M105,Remote,Hybrid,Bachelor's,HR,13,7,6,8,6157,14,4,2023-01-14,3,1,Yes,7,99,8,16,57,1
E11218,2016-08-21,,Active,24,Male,Divorced,IT,Engineer,M127,Chennai,Remote,Bachelor's,Finance,13,3,2,1,7234,1,3,2023-08-14,2,4,No,4,83,13,7,75,0
E11219,2021-12-10,,Active,46,Male,Single,HR,Clerk,M101,London,Remote,Master's,Technical,3,9,0,9,14368,-8,3,2023-12-02,1,5,No,9,36,12,3,50,0
E11220,2012-07-09,,Active,59,Male,Married,Sales,Clerk,M144,Remote,On-site,Bachelor's,Finance,7,4,4,7,17413,13,3,2023-02-01,3,3,No,8,116,1,19,74,0
E11221,2019-05-24,,Active,41,Female,Married,Sales,Manager,M130,New York,On-site,Bachelor's,Operations,2,4,2,9,12606,15,3,2023-07-19,3,2,No,3,118,10,7,54,0
E11222,2022-02-22,,Active,55,Female,Single,Operations,Engineer,M123,Chennai,On-site,Bachelor's,HR,12,7,4,3,13077,4,3,2023-06-19,4,2,No,3,70,11,23,75,0
E11223,2022-04-12,,Active,42,Female,Single,R&D,Manager,M115,London,Hybrid,Bachelor's,HR,5,6,6,3,18620,0,3,2023-05-02,4,1,Yes,1,96,1,8,85,0
E11224,2017-03-09,,Active,44,Female,Married,Operations,Clerk,M136,Chennai,On-site,Master's,HR,3,2,1,4,11131,-1,3,2023-07-11,5,2,No,2,89,9,23,56,0
E11225,2020-04-18,2023-04-04 00:00:00,Terminated,27,Other,Single,Sales,Executive,M119,London,Hybrid,Bachelor's,HR,5,5,3,0,18150,10,4,2023-01-04,4,5,Yes,6,54,9,16,89,1
E11226,2015-08-13,2016-10-18 00:00:00,Terminated,34,Female,Single,HR,Clerk,M130,Chennai,On-site,High School,Technical,3,5,7,3,10459,17,4,2023-08-15,1,4,No,5,17,11,1,76,1
E11227,2019-08-02,,Active,44,Female,Single,Sales,Analyst,M116,New York,Remote,Master's,Operations,1,1,3,5,13382,10,4,2023-05-04,4,4,Yes,6,101,10,7,57,0
E11228,2013-03-11,,Active,30,Female,Married,Operations,Clerk,M118,Remote,Hybrid,Bachelor's,Finance,9,0,5,9,11705,12,4,2023-08-08,5,1,No,6,31,1,4,71,0
E11229,2011-01-11,,Active,38,Male,Widowed,Finance,Clerk,M126,Bangalore,On-site,Bachelor's,Technical,14,6,6,1,11502,10,4,2023-07-10,3,1,No,8,30,5,15,57,0
E11230,2015-07-27,2017-10-21 00:00:00,Terminated,23,Male,Married,Finance,Executive,M117,Bangalore,Remote,Bachelor's,Marketing,10,2,2,2,6259,12,5,2023-08-23,4,3,Yes,2,57,11,14,75,1
E11231,2010-05-26,,Active,40,Female,Married,HR,Manager,M111,Bangalore,On-site,PhD,HR,10,4,6,3,11973,5,4,2023-11-13,5,5,Yes,5,38,14,3,82,0
E11232,2022-01-06,,Active,40,Male,Married,R&D,Analyst,M145,London,On-site,Bachelor's,HR,2,7,4,2,10407,14,3,2023-11-30,4,2,No,1,86,4,17,92,0
E11233,2011-03-08,,Active,28,Male,Married,IT,Analyst,M129,Remote,On-site,Bachelor's,Finance,10,4,3,8,19117,1,3,2023-07-13,4,1,Yes,2,117,14,1,69,0
E11234,2011-12-06,,Active,41,Male,Widowed,Sales,Engineer,M109,London,Hybrid,Bachelor's,HR,7,4,2,5,8512,5,3,2023-02-14,3,3,No,5,78,10,13,93,0
E11235,2017-03-17,2023-01-23 00:00:00,Terminated,30,Male,Single,Operations,Executive,M149,London,On-site,PhD,HR,12,4,6,4,15661,-6,3,2023-11-02,5,4,Yes,0,87,13,15,57,1
E11236,2022-04-22,,Active,38,Female,Single,R&D,Technician,M117,London,On-site,Master's,Finance,0,6,5,4,12476,7,3,2023-03-29,4,2,No,7,118,11,5,100,0
E11237,2012-08-21,,Active,48,Male,Widowed,Operations,Engineer,M127,London,Hybrid,High School,Operations,10,1,6,1,7331,-1,4,2023-05-11,3,4,No,3,61,11,17,100,0
E11238,2016-02-13,,Active,23,Female,Married,R&D,Engineer,M137,Remote,On-site,Master's,Technical,9,0,3,8,4485,-5,4,2023-01-23,5,4,No,4,16,14,4,51,0
E11239,2015-08-04,,Active,57,Female,Single,Sales,Engineer,M122,Bangalore,On-site,Master's,Operations,5,3,6,1,15944,14,3,2023-10-21,2,5,No,4,92,4,24,93,0
E11240,2015-01-03,,Active,40,Male,Widowed,IT,Analyst,M108,Chennai,Hybrid,Bachelor's,Finance,8,4,5,4,8370,18,2,2023-09-19,5,1,No,5,69,11,3,96,0
E11241,2015-10-10,,Active,38,Female,Single,Sales,Manager,M103,London,On-site,Bachelor's,HR,0,6,3,6,17901,18,1,2023-11-22,4,1,No,0,13,2,10,74,0
E11242,2021-02-20,,Active,26,Female,Single,IT,Clerk,M138,Remote,On-site,Bachelor's,HR,12,0,0,2,9830,18,2,2023-06-17,4,1,No,7,97,5,5,53,0
E11243,2012-07-27,,Active,39,Male,Married,Operations,Analyst,M135,New York,Hybrid,Bachelor's,Operations,3,8,6,7,3734,3,3,2023-09-12,5,4,No,4,49,11,19,52,0
E11244,2012-03-17,,Active,28,Male,Single,HR,Clerk,M132,Chennai,On-site,Master's,Marketing,6,9,6,4,19048,3,4,2023-02-04,3,3,No,2,96,12,23,90,0
E11245,2014-01-03,,Active,38,Male,Married,IT,Clerk,M108,London,On-site,High School,Technical,5,3,6,9,10497,-2,3,2023-01-25,5,5,Yes,7,103,2,6,100,0
E11246,2019-05-09,,Active,57,Female,Single,R&D,Technician,M144,London,On-site,Bachelor's,HR,5,5,2,2,6567,17,3,2023-08-02,4,5,No,9,86,3,13,69,0
E11247,2010-01-11,,Active,25,Female,Single,HR,Engineer,M127,Chennai,Remote,High School,Finance,8,0,5,2,4020,5,3,2023-03-22,4,4,No,2,109,8,13,67,0
E11248,2015-02-12,,Active,59,Male,Married,Operations,Technician,M132,Chennai,On-site,Master's,Operations,7,8,5,2,15861,2,4,2023-11-19,1,1,No,2,48,9,16,74,0
E11249,2012-06-03,,Active,46,Male,Married,Finance,Engineer,M136,London,On-site,Bachelor's,Technical,12,3,3,2,13134,3,3,2023-03-09,3,3,No,7,52,9,12,99,0
E11250,2019-10-05,,Active,26,Male,Single,HR,Analyst,M134,Remote,On-site,Bachelor's,Marketing,12,4,5,3,9492,10,4,2023-12-21,1,1,No,9,116,7,13,57,0
E11251,2013-10-21,,Active,51,Female,Widowed,IT,Clerk,M125,New York,On-site,Master's,HR,4,7,2,9,9159,0,3,2023-11-07,4,5,Yes,7,23,4,12,88,0
E11252,2019-04-25,,Active,33,Male,Married,HR,Technician,M131,Remote,Remote,Master's,Operations,10,5,7,0,3208,-9,5,2023-08-08,3,3,Yes,2,90,9,17,63,0
E11253,2021-10-31,,Active,25,Female,Single,Operations,Executive,M142,Bangalore,On-site,Master's,HR,13,9,0,2,10210,11,4,2023-06-20,3,2,No,3,86,1,9,56,0
E11254,2012-04-04,2022-11-29 00:00:00,Terminated,45,Male,Single,HR,Analyst,M147,Bangalore,Remote,High School,Operations,11,2,7,9,12165,17,3,2023-01-02,3,2,No,5,105,2,6,57,1
E11255,2016-03-15,,Active,50,Female,Married,Operations,Analyst,M113,Bangalore,Remote,Bachelor's,Marketing,10,9,2,9,9827,9,3,2023-02-14,5,4,No,0,58,10,15,86,0
E11256,2012-07-25,,Active,30,Female,Married,Finance,Executive,M115,London,On-site,Master's,Finance,1,7,6,4,4928,9,5,2023-06-25,5,2,No,8,80,14,13,57,0
E11257,2017-09-01,,Active,25,Female,Single,IT,Engineer,M113,New York,On-site,Bachelor's,Finance,11,5,0,7,15237,18,4,2023-03-03,4,5,No,1,77,5,8,90,0
E11258,2016-12-28,,Active,45,Male,Single,R&D,Clerk,M133,New York,On-site,Bachelor's,Technical,2,1,6,7,13633,8,4,2023-02-16,3,5,No,0,40,5,9,69,0
E11259,2020-07-12,,Active,35,Female,Single,HR,Engineer,M131,London,On-site,Bachelor's,HR,11,4,3,8,10474,1,2,2023-01-04,3,2,No,4,19,5,0,95,0
E11260,2014-12-02,,Active,26,Male,Single,Sales,Engineer,M125,London,Remote,Master's,HR,9,2,5,8,13599,6,4,2023-07-07,3,4,Yes,6,13,8,5,81,0
E11261,2010-02-23,,Active,39,Male,Married,R&D,Analyst,M148,London,Remote,Bachelor's,HR,2,3,5,5,18657,-2,3,2023-08-27,5,4,Yes,7,13,10,9,75,0
E11262,2011-12-28,,Active,40,Female,Divorced,HR,Engineer,M140,New York,On-site,Bachelor's,Finance,3,8,3,9,9906,11,3,2023-02-18,4,3,Yes,4,50,2,18,87,0
E11263,2017-06-29,,Active,33,Female,Single,R&D,Manager,M123,London,Remote,Bachelor's,Technical,1,2,7,6,16461,15,3,2023-03-17,3,2,No,7,119,10,20,64,0
E11264,2018-09-06,,Active,39,Female,Divorced,Sales,Executive,M138,Chennai,Hybrid,Bachelor's,Finance,7,4,3,3,6062,0,3,2023-02-03,3,2,No,2,116,9,22,81,0
E11265,2015-03-29,,Active,38,Male,Divorced,R&D,Executive,M103,Chennai,On-site,Master's,Operations,14,7,0,2,13402,1,3,2023-10-27,2,5,Yes,6,109,5,1,96,0
E11266,2014-05-16,,Active,51,Female,Divorced,R&D,Clerk,M116,Chennai,On-site,Bachelor's,HR,7,8,1,2,9125,-8,3,2023-08-21,1,2,No,7,35,14,3,97,0
E11267,2015-03-30,,Active,45,Female,Widowed,Sales,Executive,M102,London,Remote,Bachelor's,Operations,13,6,0,1,14379,6,4,2023-12-16,5,1,Yes,4,59,7,10,59,0
E11268,2016-10-02,,Active,32,Female,Married,Sales,Engineer,M123,Chennai,On-site,High School,Marketing,12,3,0,7,8250,-5,3,2023-12-07,2,4,No,4,74,9,13,61,0
E11269,2017-06-30,,Active,56,Female,Married,Sales,Engineer,M134,London,Remote,Bachelor's,Operations,11,8,6,6,8993,-7,4,2023-02-25,4,4,No,6,114,5,13,76,0
E11270,2012-04-29,,Active,44,Female,Single,Finance,Technician,M130,Chennai,Hybrid,Master's,Operations,7,1,5,7,7038,2,2,2023-10-25,1,3,No,1,62,4,11,62,0
E11271,2015-10-11,,Active,38,Male,Married,Operations,Clerk,M147,London,On-site,PhD,Operations,9,1,4,5,16820,6,3,2023-11-02,4,2,No,2,118,9,13,59,0
E11272,2010-01-03,,Active,22,Female,Divorced,Operations,Clerk,M110,Remote,Hybrid,Bachelor's,Finance,13,3,3,9,15205,-1,3,2023-07-16,5,4,No,8,107,8,10,63,0
E11273,2021-08-26,,Active,36,Female,Single,Sales,Executive,M101,Bangalore,On-site,High School,Operations,14,1,3,9,6399,9,2,2023-10-16,4,2,No,6,19,13,0,62,0
E11274,2021-02-21,,Active,53,Other,Single,Operations,Engineer,M122,Remote,On-site,Bachelor's,HR,4,2,7,4,10059,7,4,2023-08-14,3,5,No,5,44,3,19,69,0
E11275,2012-06-11,2021-01-14 00:00:00,Terminated,30,Male,Single,R&D,Manager,M147,Bangalore,On-site,Bachelor's,Technical,14,4,6,0,6872,3,3,2023-08-12,3,4,No,0,14,4,18,73,1
E11276,2015-07-24,,Active,36,Male,Married,Sales,Technician,M133,Bangalore,On-site,Bachelor's,Marketing,9,2,4,7,11581,5,4,2023-12-13,4,2,No,6,5,9,2,65,0
E11277,2018-08-27,,Active,49,Male,Married,HR,Manager,M125,Chennai,Remote,Bachelor's,HR,5,0,5,1,11462,8,3,2023-03-08,4,2,No,4,76,1,0,75,0
E11278,2016-07-04,,Active,45,Female,Married,Sales,Engineer,M122,Bangalore,On-site,Master's,Technical,13,2,1,0,15356,15,4,2023-12-26,4,3,No,5,28,11,19,54,0
E11279,2022-10-20,,Active,56,Female,Single,Sales,Clerk,M116,Bangalore,Remote,Master's,HR,5,5,2,8,6021,4,2,2023-02-11,4,4,No,1,89,7,3,79,0
E11280,2015-04-18,,Active,43,Male,Married,Operations,Clerk,M130,Remote,On-site,Bachelor's,Operations,6,2,3,7,3456,15,3,2023-08-31,3,1,Yes,7,68,10,13,95,0
E11281,2013-10-12,,Active,48,Female,Single,IT,Manager,M118,Bangalore,On-site,Master's,Marketing,0,8,3,8,11537,12,4,2023-02-13,2,4,No,9,52,3,7,71,0
E11282,2020-01-30,2022-10-25 00:00:00,Terminated,40,Female,Married,R&D,Analyst,M124,London,On-site,Master's,HR,9,2,0,4,14743,12,5,2023-04-10,2,5,Yes,5,104,10,6,88,1
